holiday_names,day,month,year,country_cd,country,date,national_cd
New Year's Day,1,1,2019,32,Ireland,2019-01-01,IE
St. Patrick's Day,17,3,2019,32,Ireland,2019-03-17,IE
Good Friday,19,4,2019,32,Ireland,2019-04-19,IE
Easter,21,4,2019,32,Ireland,2019-04-21,IE
Easter Monday,22,4,2019,32,Ireland,2019-04-22,IE
May Day,6,5,2019,32,Ireland,2019-05-06,IE
June Bank Holiday,3,6,2019,32,Ireland,2019-06-03,IE
August Bank Holiday,5,8,2019,32,Ireland,2019-08-05,IE
October Bank Holiday,28,10,2019,32,Ireland,2019-10-28,IE
Christmas Eve,24,12,2019,32,Ireland,2019-12-24,IE
Christmas Day,25,12,2019,32,Ireland,2019-12-25,IE
St. Stephen's Day,26,12,2019,32,Ireland,2019-12-26,IE
New Year's Eve,31,12,2019,32,Ireland,2019-12-31,IE
New Year's Day,1,1,2020,32,Ireland,2020-01-01,IE
St. Patrick's Day,17,3,2020,32,Ireland,2020-03-17,IE
Good Friday,10,4,2020,32,Ireland,2020-04-10,IE
Easter,12,4,2020,32,Ireland,2020-04-12,IE
Easter Monday,13,4,2020,32,Ireland,2020-04-13,IE
May Day,4,5,2020,32,Ireland,2020-05-04,IE
June Bank Holiday,1,6,2020,32,Ireland,2020-06-01,IE
August Bank Holiday,3,8,2020,32,Ireland,2020-08-03,IE
October Bank Holiday,26,10,2020,32,Ireland,2020-10-26,IE
Christmas Eve,24,12,2020,32,Ireland,2020-12-24,IE
Christmas Day,25,12,2020,32,Ireland,2020-12-25,IE
St. Stephen's Day,26,12,2020,32,Ireland,2020-12-26,IE
New Year's Eve,31,12,2020,32,Ireland,2020-12-31,IE
New Year's Day,1,1,2021,32,Ireland,2021-01-01,IE
St. Patrick's Day,17,3,2021,32,Ireland,2021-03-17,IE
Good Friday,2,4,2021,32,Ireland,2021-04-02,IE
Easter,4,4,2021,32,Ireland,2021-04-04,IE
Easter Monday,5,4,2021,32,Ireland,2021-04-05,IE
May Day,3,5,2021,32,Ireland,2021-05-03,IE
June Bank Holiday,7,6,2021,32,Ireland,2021-06-07,IE
August Bank Holiday,2,8,2021,32,Ireland,2021-08-02,IE
October Bank Holiday,25,10,2021,32,Ireland,2021-10-25,IE
Christmas Eve,24,12,2021,32,Ireland,2021-12-24,IE
Christmas Day,25,12,2021,32,Ireland,2021-12-25,IE
St. Stephen's Day,26,12,2021,32,Ireland,2021-12-26,IE
New Year's Eve,31,12,2021,32,Ireland,2021-12-31,IE
New Year's Day,1,1,2022,32,Ireland,2022-01-01,IE
St. Patrick's Day,17,3,2022,32,Ireland,2022-03-17,IE
Good Friday,15,4,2022,32,Ireland,2022-04-15,IE
Easter,17,4,2022,32,Ireland,2022-04-17,IE
Easter Monday,18,4,2022,32,Ireland,2022-04-18,IE
May Day,2,5,2022,32,Ireland,2022-05-02,IE
June Bank Holiday,6,6,2022,32,Ireland,2022-06-06,IE
August Bank Holiday,1,8,2022,32,Ireland,2022-08-01,IE
October Bank Holiday,31,10,2022,32,Ireland,2022-10-31,IE
Christmas Eve,24,12,2022,32,Ireland,2022-12-24,IE
Christmas Day,25,12,2022,32,Ireland,2022-12-25,IE
St. Stephen's Day,26,12,2022,32,Ireland,2022-12-26,IE
New Year's Eve,31,12,2022,32,Ireland,2022-12-31,IE
New Year's Day,1,1,2023,32,Ireland,2023-01-01,IE
St. Patrick's Day,17,3,2023,32,Ireland,2023-03-17,IE
Good Friday,7,4,2023,32,Ireland,2023-04-07,IE
Easter,9,4,2023,32,Ireland,2023-04-09,IE
Easter Monday,10,4,2023,32,Ireland,2023-04-10,IE
May Day,1,5,2023,32,Ireland,2023-05-01,IE
June Bank Holiday,5,6,2023,32,Ireland,2023-06-05,IE
August Bank Holiday,7,8,2023,32,Ireland,2023-08-07,IE
October Bank Holiday,30,10,2023,32,Ireland,2023-10-30,IE
Christmas Eve,24,12,2023,32,Ireland,2023-12-24,IE
Christmas Day,25,12,2023,32,Ireland,2023-12-25,IE
St. Stephen's Day,26,12,2023,32,Ireland,2023-12-26,IE
New Year's Eve,31,12,2023,32,Ireland,2023-12-31,IE
New Year's Day,1,1,2024,32,Ireland,2024-01-01,IE
St. Patrick's Day,17,3,2024,32,Ireland,2024-03-17,IE
Good Friday,29,3,2024,32,Ireland,2024-03-29,IE
Easter,31,3,2024,32,Ireland,2024-03-31,IE
Easter Monday,1,4,2024,32,Ireland,2024-04-01,IE
May Day,6,5,2024,32,Ireland,2024-05-06,IE
June Bank Holiday,3,6,2024,32,Ireland,2024-06-03,IE
August Bank Holiday,5,8,2024,32,Ireland,2024-08-05,IE
October Bank Holiday,28,10,2024,32,Ireland,2024-10-28,IE
Christmas Eve,24,12,2024,32,Ireland,2024-12-24,IE
Christmas Day,25,12,2024,32,Ireland,2024-12-25,IE
St. Stephen's Day,26,12,2024,32,Ireland,2024-12-26,IE
New Year's Eve,31,12,2024,32,Ireland,2024-12-31,IE
New Year's Day,1,1,2025,32,Ireland,2025-01-01,IE
St. Patrick's Day,17,3,2025,32,Ireland,2025-03-17,IE
Good Friday,18,4,2025,32,Ireland,2025-04-18,IE
Easter,20,4,2025,32,Ireland,2025-04-20,IE
Easter Monday,21,4,2025,32,Ireland,2025-04-21,IE
May Day,5,5,2025,32,Ireland,2025-05-05,IE
June Bank Holiday,2,6,2025,32,Ireland,2025-06-02,IE
August Bank Holiday,4,8,2025,32,Ireland,2025-08-04,IE
October Bank Holiday,27,10,2025,32,Ireland,2025-10-27,IE
Christmas Eve,24,12,2025,32,Ireland,2025-12-24,IE
Christmas Day,25,12,2025,32,Ireland,2025-12-25,IE
St. Stephen's Day,26,12,2025,32,Ireland,2025-12-26,IE
New Year's Eve,31,12,2025,32,Ireland,2025-12-31,IE
New Year's Day,1,1,2026,32,Ireland,2026-01-01,IE
St. Patrick's Day,17,3,2026,32,Ireland,2026-03-17,IE
Good Friday,3,4,2026,32,Ireland,2026-04-03,IE
Easter,5,4,2026,32,Ireland,2026-04-05,IE
Easter Monday,6,4,2026,32,Ireland,2026-04-06,IE
May Day,4,5,2026,32,Ireland,2026-05-04,IE
June Bank Holiday,1,6,2026,32,Ireland,2026-06-01,IE
August Bank Holiday,3,8,2026,32,Ireland,2026-08-03,IE
October Bank Holiday,26,10,2026,32,Ireland,2026-10-26,IE
Christmas Eve,24,12,2026,32,Ireland,2026-12-24,IE
Christmas Day,25,12,2026,32,Ireland,2026-12-25,IE
St. Stephen's Day,26,12,2026,32,Ireland,2026-12-26,IE
New Year's Eve,31,12,2026,32,Ireland,2026-12-31,IE
New Year's Day,1,1,2027,32,Ireland,2027-01-01,IE
St. Patrick's Day,17,3,2027,32,Ireland,2027-03-17,IE
Good Friday,26,3,2027,32,Ireland,2027-03-26,IE
Easter,28,3,2027,32,Ireland,2027-03-28,IE
Easter Monday,29,3,2027,32,Ireland,2027-03-29,IE
May Day,3,5,2027,32,Ireland,2027-05-03,IE
June Bank Holiday,7,6,2027,32,Ireland,2027-06-07,IE
August Bank Holiday,2,8,2027,32,Ireland,2027-08-02,IE
October Bank Holiday,25,10,2027,32,Ireland,2027-10-25,IE
Christmas Eve,24,12,2027,32,Ireland,2027-12-24,IE
Christmas Day,25,12,2027,32,Ireland,2027-12-25,IE
St. Stephen's Day,26,12,2027,32,Ireland,2027-12-26,IE
New Year's Eve,31,12,2027,32,Ireland,2027-12-31,IE
New Year's Day,1,1,2028,32,Ireland,2028-01-01,IE
St. Patrick's Day,17,3,2028,32,Ireland,2028-03-17,IE
Good Friday,14,4,2028,32,Ireland,2028-04-14,IE
Easter,16,4,2028,32,Ireland,2028-04-16,IE
Easter Monday,17,4,2028,32,Ireland,2028-04-17,IE
May Day,1,5,2028,32,Ireland,2028-05-01,IE
June Bank Holiday,5,6,2028,32,Ireland,2028-06-05,IE
August Bank Holiday,7,8,2028,32,Ireland,2028-08-07,IE
October Bank Holiday,30,10,2028,32,Ireland,2028-10-30,IE
Christmas Eve,24,12,2028,32,Ireland,2028-12-24,IE
Christmas Day,25,12,2028,32,Ireland,2028-12-25,IE
St. Stephen's Day,26,12,2028,32,Ireland,2028-12-26,IE
New Year's Eve,31,12,2028,32,Ireland,2028-12-31,IE
New Year's Day,1,1,2029,32,Ireland,2029-01-01,IE
St. Patrick's Day,17,3,2029,32,Ireland,2029-03-17,IE
Good Friday,30,3,2029,32,Ireland,2029-03-30,IE
Easter,1,4,2029,32,Ireland,2029-04-01,IE
Easter Monday,2,4,2029,32,Ireland,2029-04-02,IE
May Day,7,5,2029,32,Ireland,2029-05-07,IE
June Bank Holiday,4,6,2029,32,Ireland,2029-06-04,IE
August Bank Holiday,6,8,2029,32,Ireland,2029-08-06,IE
October Bank Holiday,29,10,2029,32,Ireland,2029-10-29,IE
Christmas Eve,24,12,2029,32,Ireland,2029-12-24,IE
Christmas Day,25,12,2029,32,Ireland,2029-12-25,IE
St. Stephen's Day,26,12,2029,32,Ireland,2029-12-26,IE
New Year's Eve,31,12,2029,32,Ireland,2029-12-31,IE
New Year's Day,1,1,2030,32,Ireland,2030-01-01,IE
St. Patrick's Day,17,3,2030,32,Ireland,2030-03-17,IE
Good Friday,19,4,2030,32,Ireland,2030-04-19,IE
Easter,21,4,2030,32,Ireland,2030-04-21,IE
Easter Monday,22,4,2030,32,Ireland,2030-04-22,IE
May Day,6,5,2030,32,Ireland,2030-05-06,IE
June Bank Holiday,3,6,2030,32,Ireland,2030-06-03,IE
August Bank Holiday,5,8,2030,32,Ireland,2030-08-05,IE
October Bank Holiday,28,10,2030,32,Ireland,2030-10-28,IE
Christmas Eve,24,12,2030,32,Ireland,2030-12-24,IE
Christmas Day,25,12,2030,32,Ireland,2030-12-25,IE
St. Stephen's Day,26,12,2030,32,Ireland,2030-12-26,IE
New Year's Eve,31,12,2030,32,Ireland,2030-12-31,IE
New Year's Day,1,1,2018,30,New Zealand,2018-01-01,NZ
Day after New Year's Day,2,1,2018,30,New Zealand,2018-01-02,NZ
Waitangi Day,6,2,2018,30,New Zealand,2018-02-06,NZ
Valentine's Day,14,2,2018,30,New Zealand,2018-02-14,NZ
Good Friday,30,3,2018,30,New Zealand,2018-03-30,NZ
Holy Saturday,31,3,2018,30,New Zealand,2018-03-31,NZ
Easter Sunday,1,4,2018,30,New Zealand,2018-04-01,NZ
Easter Monday,2,4,2018,30,New Zealand,2018-04-02,NZ
ANZAC Day,25,4,2018,30,New Zealand,2018-04-25,NZ
Mother's Day,13,5,2018,30,New Zealand,2018-05-13,NZ
Queen's Birthday,4,6,2018,30,New Zealand,2018-06-04,NZ
Father's Day,2,9,2018,30,New Zealand,2018-09-02,NZ
Labour Day,22,10,2018,30,New Zealand,2018-10-22,NZ
Guy Fawkes Night,5,11,2018,30,New Zealand,2018-11-05,NZ
Christmas Eve,24,12,2018,30,New Zealand,2018-12-24,NZ
Christmas Day,25,12,2018,30,New Zealand,2018-12-25,NZ
Boxing Day,26,12,2018,30,New Zealand,2018-12-26,NZ
New Year's Eve,31,12,2018,30,New Zealand,2018-12-31,NZ
New Year's Day,1,1,2019,30,New Zealand,2019-01-01,NZ
Day after New Year's Day,2,1,2019,30,New Zealand,2019-01-02,NZ
Waitangi Day,6,2,2019,30,New Zealand,2019-02-06,NZ
Valentine's Day,14,2,2019,30,New Zealand,2019-02-14,NZ
April Fools,1,4,2019,30,New Zealand,2019-04-01,NZ
Good Friday,19,4,2019,30,New Zealand,2019-04-19,NZ
Holy Saturday,20,4,2019,30,New Zealand,2019-04-20,NZ
Easter Sunday,21,4,2019,30,New Zealand,2019-04-21,NZ
Easter Monday,22,4,2019,30,New Zealand,2019-04-22,NZ
ANZAC Day,25,4,2019,30,New Zealand,2019-04-25,NZ
Mother's Day,12,5,2019,30,New Zealand,2019-05-12,NZ
Queen's Birthday,3,6,2019,30,New Zealand,2019-06-03,NZ
Father's Day,1,9,2019,30,New Zealand,2019-09-01,NZ
Labour Day,28,10,2019,30,New Zealand,2019-10-28,NZ
Guy Fawkes Night,5,11,2019,30,New Zealand,2019-11-05,NZ
Christmas Eve,24,12,2019,30,New Zealand,2019-12-24,NZ
Christmas Day,25,12,2019,30,New Zealand,2019-12-25,NZ
Boxing Day,26,12,2019,30,New Zealand,2019-12-26,NZ
New Year's Eve,31,12,2019,30,New Zealand,2019-12-31,NZ
New Year's Day,1,1,2020,30,New Zealand,2020-01-01,NZ
Day after New Year's Day,2,1,2020,30,New Zealand,2020-01-02,NZ
Waitangi Day,6,2,2020,30,New Zealand,2020-02-06,NZ
Valentine's Day,14,2,2020,30,New Zealand,2020-02-14,NZ
April Fools,1,4,2020,30,New Zealand,2020-04-01,NZ
Good Friday,10,4,2020,30,New Zealand,2020-04-10,NZ
Holy Saturday,11,4,2020,30,New Zealand,2020-04-11,NZ
Easter Sunday,12,4,2020,30,New Zealand,2020-04-12,NZ
Easter Monday,13,4,2020,30,New Zealand,2020-04-13,NZ
ANZAC Day,25,4,2020,30,New Zealand,2020-04-25,NZ
'ANZAC Day' day off,27,4,2020,30,New Zealand,2020-04-27,NZ
Mother's Day,10,5,2020,30,New Zealand,2020-05-10,NZ
Queen's Birthday,1,6,2020,30,New Zealand,2020-06-01,NZ
Father's Day,6,9,2020,30,New Zealand,2020-09-06,NZ
Labour Day,26,10,2020,30,New Zealand,2020-10-26,NZ
Guy Fawkes Night,5,11,2020,30,New Zealand,2020-11-05,NZ
Christmas Eve,24,12,2020,30,New Zealand,2020-12-24,NZ
Christmas Day,25,12,2020,30,New Zealand,2020-12-25,NZ
Boxing Day,26,12,2020,30,New Zealand,2020-12-26,NZ
'Boxing Day' day off,28,12,2020,30,New Zealand,2020-12-28,NZ
New Year's Eve,31,12,2020,30,New Zealand,2020-12-31,NZ
New Year's Day,1,1,2021,30,New Zealand,2021-01-01,NZ
Day after New Year's Day,2,1,2021,30,New Zealand,2021-01-02,NZ
'Day after New Year's Day' day off,4,1,2021,30,New Zealand,2021-01-04,NZ
Waitangi Day,6,2,2021,30,New Zealand,2021-02-06,NZ
'Waitangi Day' day off,8,2,2021,30,New Zealand,2021-02-08,NZ
Valentine's Day,14,2,2021,30,New Zealand,2021-02-14,NZ
April Fools,1,4,2021,30,New Zealand,2021-04-01,NZ
Good Friday,2,4,2021,30,New Zealand,2021-04-02,NZ
Holy Saturday,3,4,2021,30,New Zealand,2021-04-03,NZ
Easter Sunday,4,4,2021,30,New Zealand,2021-04-04,NZ
Easter Monday,5,4,2021,30,New Zealand,2021-04-05,NZ
ANZAC Day,25,4,2021,30,New Zealand,2021-04-25,NZ
'ANZAC Day' day off,26,4,2021,30,New Zealand,2021-04-26,NZ
Mother's Day,9,5,2021,30,New Zealand,2021-05-09,NZ
Queen's Birthday,7,6,2021,30,New Zealand,2021-06-07,NZ
Father's Day,5,9,2021,30,New Zealand,2021-09-05,NZ
Labour Day,25,10,2021,30,New Zealand,2021-10-25,NZ
Guy Fawkes Night,5,11,2021,30,New Zealand,2021-11-05,NZ
Christmas Eve,24,12,2021,30,New Zealand,2021-12-24,NZ
Christmas Day,25,12,2021,30,New Zealand,2021-12-25,NZ
Boxing Day,26,12,2021,30,New Zealand,2021-12-26,NZ
'Christmas Day' day off,27,12,2021,30,New Zealand,2021-12-27,NZ
'Boxing Day' day off,28,12,2021,30,New Zealand,2021-12-28,NZ
New Year's Eve,31,12,2021,30,New Zealand,2021-12-31,NZ
New Year's Day,1,1,2022,30,New Zealand,2022-01-01,NZ
Day after New Year's Day,2,1,2022,30,New Zealand,2022-01-02,NZ
'New Year's Day' day off,3,1,2022,30,New Zealand,2022-01-03,NZ
'Day after New Year's Day' day off,4,1,2022,30,New Zealand,2022-01-04,NZ
Waitangi Day,6,2,2022,30,New Zealand,2022-02-06,NZ
'Waitangi Day' day off,7,2,2022,30,New Zealand,2022-02-07,NZ
Valentine's Day,14,2,2022,30,New Zealand,2022-02-14,NZ
April Fools,1,4,2022,30,New Zealand,2022-04-01,NZ
Good Friday,15,4,2022,30,New Zealand,2022-04-15,NZ
Holy Saturday,16,4,2022,30,New Zealand,2022-04-16,NZ
Easter Sunday,17,4,2022,30,New Zealand,2022-04-17,NZ
Easter Monday,18,4,2022,30,New Zealand,2022-04-18,NZ
ANZAC Day,25,4,2022,30,New Zealand,2022-04-25,NZ
Mother's Day,8,5,2022,30,New Zealand,2022-05-08,NZ
Queen's Birthday,6,6,2022,30,New Zealand,2022-06-06,NZ
Matariki,24,6,2022,30,New Zealand,2022-06-24,NZ
Father's Day,4,9,2022,30,New Zealand,2022-09-04,NZ
Labour Day,24,10,2022,30,New Zealand,2022-10-24,NZ
Guy Fawkes Night,5,11,2022,30,New Zealand,2022-11-05,NZ
Christmas Eve,24,12,2022,30,New Zealand,2022-12-24,NZ
Christmas Day,25,12,2022,30,New Zealand,2022-12-25,NZ
Boxing Day,26,12,2022,30,New Zealand,2022-12-26,NZ
'Christmas Day' day off,27,12,2022,30,New Zealand,2022-12-27,NZ
New Year's Eve,31,12,2022,30,New Zealand,2022-12-31,NZ
New Year's Day,1,1,2023,30,New Zealand,2023-01-01,NZ
Day after New Year's Day,2,1,2023,30,New Zealand,2023-01-02,NZ
'New Year's Day' day off,3,1,2023,30,New Zealand,2023-01-03,NZ
Waitangi Day,6,2,2023,30,New Zealand,2023-02-06,NZ
Valentine's Day,14,2,2023,30,New Zealand,2023-02-14,NZ
April Fools,1,4,2023,30,New Zealand,2023-04-01,NZ
Good Friday,7,4,2023,30,New Zealand,2023-04-07,NZ
Holy Saturday,8,4,2023,30,New Zealand,2023-04-08,NZ
Easter Sunday,9,4,2023,30,New Zealand,2023-04-09,NZ
Easter Monday,10,4,2023,30,New Zealand,2023-04-10,NZ
ANZAC Day,25,4,2023,30,New Zealand,2023-04-25,NZ
Mother's Day,14,5,2023,30,New Zealand,2023-05-14,NZ
Queen's Birthday,5,6,2023,30,New Zealand,2023-06-05,NZ
Matariki,14,7,2023,30,New Zealand,2023-07-14,NZ
Father's Day,3,9,2023,30,New Zealand,2023-09-03,NZ
Labour Day,23,10,2023,30,New Zealand,2023-10-23,NZ
Guy Fawkes Night,5,11,2023,30,New Zealand,2023-11-05,NZ
Christmas Eve,24,12,2023,30,New Zealand,2023-12-24,NZ
Christmas Day,25,12,2023,30,New Zealand,2023-12-25,NZ
Boxing Day,26,12,2023,30,New Zealand,2023-12-26,NZ
New Year's Eve,31,12,2023,30,New Zealand,2023-12-31,NZ
New Year's Day,1,1,2024,30,New Zealand,2024-01-01,NZ
Day after New Year's Day,2,1,2024,30,New Zealand,2024-01-02,NZ
Waitangi Day,6,2,2024,30,New Zealand,2024-02-06,NZ
Valentine's Day,14,2,2024,30,New Zealand,2024-02-14,NZ
Good Friday,29,3,2024,30,New Zealand,2024-03-29,NZ
Holy Saturday,30,3,2024,30,New Zealand,2024-03-30,NZ
Easter Sunday,31,3,2024,30,New Zealand,2024-03-31,NZ
Easter Monday,1,4,2024,30,New Zealand,2024-04-01,NZ
ANZAC Day,25,4,2024,30,New Zealand,2024-04-25,NZ
Mother's Day,12,5,2024,30,New Zealand,2024-05-12,NZ
Queen's Birthday,3,6,2024,30,New Zealand,2024-06-03,NZ
Matariki,28,6,2024,30,New Zealand,2024-06-28,NZ
Father's Day,1,9,2024,30,New Zealand,2024-09-01,NZ
Labour Day,28,10,2024,30,New Zealand,2024-10-28,NZ
Guy Fawkes Night,5,11,2024,30,New Zealand,2024-11-05,NZ
Christmas Eve,24,12,2024,30,New Zealand,2024-12-24,NZ
Christmas Day,25,12,2024,30,New Zealand,2024-12-25,NZ
Boxing Day,26,12,2024,30,New Zealand,2024-12-26,NZ
New Year's Eve,31,12,2024,30,New Zealand,2024-12-31,NZ
New Year's Day,1,1,2025,30,New Zealand,2025-01-01,NZ
Day after New Year's Day,2,1,2025,30,New Zealand,2025-01-02,NZ
Waitangi Day,6,2,2025,30,New Zealand,2025-02-06,NZ
Valentine's Day,14,2,2025,30,New Zealand,2025-02-14,NZ
April Fools,1,4,2025,30,New Zealand,2025-04-01,NZ
Good Friday,18,4,2025,30,New Zealand,2025-04-18,NZ
Holy Saturday,19,4,2025,30,New Zealand,2025-04-19,NZ
Easter Sunday,20,4,2025,30,New Zealand,2025-04-20,NZ
Easter Monday,21,4,2025,30,New Zealand,2025-04-21,NZ
ANZAC Day,25,4,2025,30,New Zealand,2025-04-25,NZ
Mother's Day,11,5,2025,30,New Zealand,2025-05-11,NZ
Queen's Birthday,2,6,2025,30,New Zealand,2025-06-02,NZ
Matariki,20,6,2025,30,New Zealand,2025-06-20,NZ
Father's Day,7,9,2025,30,New Zealand,2025-09-07,NZ
Labour Day,27,10,2025,30,New Zealand,2025-10-27,NZ
Guy Fawkes Night,5,11,2025,30,New Zealand,2025-11-05,NZ
Christmas Eve,24,12,2025,30,New Zealand,2025-12-24,NZ
Christmas Day,25,12,2025,30,New Zealand,2025-12-25,NZ
Boxing Day,26,12,2025,30,New Zealand,2025-12-26,NZ
New Year's Eve,31,12,2025,30,New Zealand,2025-12-31,NZ
New Year's Day,1,1,2026,30,New Zealand,2026-01-01,NZ
Day after New Year's Day,2,1,2026,30,New Zealand,2026-01-02,NZ
Waitangi Day,6,2,2026,30,New Zealand,2026-02-06,NZ
Valentine's Day,14,2,2026,30,New Zealand,2026-02-14,NZ
April Fools,1,4,2026,30,New Zealand,2026-04-01,NZ
Good Friday,3,4,2026,30,New Zealand,2026-04-03,NZ
Holy Saturday,4,4,2026,30,New Zealand,2026-04-04,NZ
Easter Sunday,5,4,2026,30,New Zealand,2026-04-05,NZ
Easter Monday,6,4,2026,30,New Zealand,2026-04-06,NZ
ANZAC Day,25,4,2026,30,New Zealand,2026-04-25,NZ
'ANZAC Day' day off,27,4,2026,30,New Zealand,2026-04-27,NZ
Mother's Day,10,5,2026,30,New Zealand,2026-05-10,NZ
Queen's Birthday,1,6,2026,30,New Zealand,2026-06-01,NZ
Matariki,10,7,2026,30,New Zealand,2026-07-10,NZ
Father's Day,6,9,2026,30,New Zealand,2026-09-06,NZ
Labour Day,26,10,2026,30,New Zealand,2026-10-26,NZ
Guy Fawkes Night,5,11,2026,30,New Zealand,2026-11-05,NZ
Christmas Eve,24,12,2026,30,New Zealand,2026-12-24,NZ
Christmas Day,25,12,2026,30,New Zealand,2026-12-25,NZ
Boxing Day,26,12,2026,30,New Zealand,2026-12-26,NZ
'Boxing Day' day off,28,12,2026,30,New Zealand,2026-12-28,NZ
New Year's Eve,31,12,2026,30,New Zealand,2026-12-31,NZ
New Year's Day,1,1,2027,30,New Zealand,2027-01-01,NZ
Day after New Year's Day,2,1,2027,30,New Zealand,2027-01-02,NZ
'Day after New Year's Day' day off,4,1,2027,30,New Zealand,2027-01-04,NZ
Waitangi Day,6,2,2027,30,New Zealand,2027-02-06,NZ
'Waitangi Day' day off,8,2,2027,30,New Zealand,2027-02-08,NZ
Valentine's Day,14,2,2027,30,New Zealand,2027-02-14,NZ
Good Friday,26,3,2027,30,New Zealand,2027-03-26,NZ
Holy Saturday,27,3,2027,30,New Zealand,2027-03-27,NZ
Easter Sunday,28,3,2027,30,New Zealand,2027-03-28,NZ
Easter Monday,29,3,2027,30,New Zealand,2027-03-29,NZ
April Fools,1,4,2027,30,New Zealand,2027-04-01,NZ
ANZAC Day,25,4,2027,30,New Zealand,2027-04-25,NZ
'ANZAC Day' day off,26,4,2027,30,New Zealand,2027-04-26,NZ
Mother's Day,9,5,2027,30,New Zealand,2027-05-09,NZ
Queen's Birthday,7,6,2027,30,New Zealand,2027-06-07,NZ
Matariki,25,6,2027,30,New Zealand,2027-06-25,NZ
Father's Day,5,9,2027,30,New Zealand,2027-09-05,NZ
Labour Day,25,10,2027,30,New Zealand,2027-10-25,NZ
Guy Fawkes Night,5,11,2027,30,New Zealand,2027-11-05,NZ
Christmas Eve,24,12,2027,30,New Zealand,2027-12-24,NZ
Christmas Day,25,12,2027,30,New Zealand,2027-12-25,NZ
Boxing Day,26,12,2027,30,New Zealand,2027-12-26,NZ
'Christmas Day' day off,27,12,2027,30,New Zealand,2027-12-27,NZ
'Boxing Day' day off,28,12,2027,30,New Zealand,2027-12-28,NZ
New Year's Eve,31,12,2027,30,New Zealand,2027-12-31,NZ
New Year's Day,1,1,2028,30,New Zealand,2028-01-01,NZ
Day after New Year's Day,2,1,2028,30,New Zealand,2028-01-02,NZ
'New Year's Day' day off,3,1,2028,30,New Zealand,2028-01-03,NZ
'Day after New Year's Day' day off,4,1,2028,30,New Zealand,2028-01-04,NZ
Waitangi Day,6,2,2028,30,New Zealand,2028-02-06,NZ
'Waitangi Day' day off,7,2,2028,30,New Zealand,2028-02-07,NZ
Valentine's Day,14,2,2028,30,New Zealand,2028-02-14,NZ
April Fools,1,4,2028,30,New Zealand,2028-04-01,NZ
Good Friday,14,4,2028,30,New Zealand,2028-04-14,NZ
Holy Saturday,15,4,2028,30,New Zealand,2028-04-15,NZ
Easter Sunday,16,4,2028,30,New Zealand,2028-04-16,NZ
Easter Monday,17,4,2028,30,New Zealand,2028-04-17,NZ
ANZAC Day,25,4,2028,30,New Zealand,2028-04-25,NZ
Mother's Day,14,5,2028,30,New Zealand,2028-05-14,NZ
Queen's Birthday,5,6,2028,30,New Zealand,2028-06-05,NZ
Matariki,14,7,2028,30,New Zealand,2028-07-14,NZ
Father's Day,3,9,2028,30,New Zealand,2028-09-03,NZ
Labour Day,23,10,2028,30,New Zealand,2028-10-23,NZ
Guy Fawkes Night,5,11,2028,30,New Zealand,2028-11-05,NZ
Christmas Eve,24,12,2028,30,New Zealand,2028-12-24,NZ
Christmas Day,25,12,2028,30,New Zealand,2028-12-25,NZ
Boxing Day,26,12,2028,30,New Zealand,2028-12-26,NZ
New Year's Eve,31,12,2028,30,New Zealand,2028-12-31,NZ
New Year's Day,1,1,2029,30,New Zealand,2029-01-01,NZ
Day after New Year's Day,2,1,2029,30,New Zealand,2029-01-02,NZ
Waitangi Day,6,2,2029,30,New Zealand,2029-02-06,NZ
Valentine's Day,14,2,2029,30,New Zealand,2029-02-14,NZ
Good Friday,30,3,2029,30,New Zealand,2029-03-30,NZ
Holy Saturday,31,3,2029,30,New Zealand,2029-03-31,NZ
Easter Sunday,1,4,2029,30,New Zealand,2029-04-01,NZ
Easter Monday,2,4,2029,30,New Zealand,2029-04-02,NZ
ANZAC Day,25,4,2029,30,New Zealand,2029-04-25,NZ
Mother's Day,13,5,2029,30,New Zealand,2029-05-13,NZ
Queen's Birthday,4,6,2029,30,New Zealand,2029-06-04,NZ
Matariki,6,7,2029,30,New Zealand,2029-07-06,NZ
Father's Day,2,9,2029,30,New Zealand,2029-09-02,NZ
Labour Day,22,10,2029,30,New Zealand,2029-10-22,NZ
Guy Fawkes Night,5,11,2029,30,New Zealand,2029-11-05,NZ
Christmas Eve,24,12,2029,30,New Zealand,2029-12-24,NZ
Christmas Day,25,12,2029,30,New Zealand,2029-12-25,NZ
Boxing Day,26,12,2029,30,New Zealand,2029-12-26,NZ
New Year's Eve,31,12,2029,30,New Zealand,2029-12-31,NZ
New Year's Day,1,1,2030,30,New Zealand,2030-01-01,NZ
Day after New Year's Day,2,1,2030,30,New Zealand,2030-01-02,NZ
Waitangi Day,6,2,2030,30,New Zealand,2030-02-06,NZ
Valentine's Day,14,2,2030,30,New Zealand,2030-02-14,NZ
April Fools,1,4,2030,30,New Zealand,2030-04-01,NZ
Good Friday,19,4,2030,30,New Zealand,2030-04-19,NZ
Holy Saturday,20,4,2030,30,New Zealand,2030-04-20,NZ
Easter Sunday,21,4,2030,30,New Zealand,2030-04-21,NZ
Easter Monday,22,4,2030,30,New Zealand,2030-04-22,NZ
ANZAC Day,25,4,2030,30,New Zealand,2030-04-25,NZ
Mother's Day,12,5,2030,30,New Zealand,2030-05-12,NZ
